,Downtimeccategory,Date,Downtime Duration,Planned Operating Time (min)
6633,Safety Training,2022-11-06 0:00,15,600
6634,Startup,2022-11-06 0:00,25,600
6635,Un-Shreddables,2022-11-06 0:00,2,600
6636,Infeed Jam,2022-11-06 0:00,10,600
6637,DC Cooldown,2022-11-06 0:00,42,600
6638,Shaker Jam,2022-11-06 0:00,8,600
6639,Mag 1 Electric,2022-11-06 0:00,3,600
6640,Mag 2 Jam,2022-11-06 0:00,30,600
6641,Mag 2 Electric,2022-11-06 0:00,22,600
6642,Mag 3 Jam,2022-11-06 0:00,10,600
6643,Dirt 1 Jam,2022-11-06 0:00,2,600
6644,Actual Tonnage Produced during shift (tons),2022-11-06 0:00,300.46,600
6645,/Planned Operating Time (min),2022-11-07 0:00,600,600
6646,Coffee Break #1 ,2022-11-07 0:00,15,600
6647,Coffee Break #2 ,2022-11-07 0:00,15,600
6648,Lunch Break ,2022-11-07 0:00,30,600
6649,5S / Routine Cleaning,2022-11-07 0:00,27,600
6650,Safety Training,2022-11-07 0:00,15,600
6651,Startup,2022-11-07 0:00,20,600
6652,DC Cooldown,2022-11-07 0:00,12,600
6653,Shaker Jam,2022-11-07 0:00,5,600
6654,Mag 1 Jam,2022-11-07 0:00,5,600
6655,Mag 2 Jam,2022-11-07 0:00,10,600
6656,Mag 2 Electric,2022-11-07 0:00,40,600
6657,Mag 3 Jam,2022-11-07 0:00,15,600
6658,Actual Tonnage Produced during shift (tons),2022-11-07 0:00,325.54,600
6659,/Planned Operating Time (min),2022-11-08 0:00,600,600
6660,Coffee Break #1 ,2022-11-08 0:00,15,600
6661,Coffee Break #2 ,2022-11-08 0:00,15,600
6662,Lunch Break ,2022-11-08 0:00,30,600
6663,5S / Routine Cleaning,2022-11-08 0:00,30,600
6664,Safety Training,2022-11-08 0:00,15,600
6665,Startup,2022-11-08 0:00,20,600
6666,Shaker Jam,2022-11-08 0:00,7,600
6667,Mag 1 Jam,2022-11-08 0:00,8,600
6668,Mag 2 Jam,2022-11-08 0:00,40,600
6669,Mag 2 Electric,2022-11-08 0:00,30,600
6670,Mag 3 Jam,2022-11-08 0:00,5,600
6671,Dirt 1 Jam,2022-11-08 0:00,10,600
6672,NFC 1 Jam,2022-11-08 0:00,15,600
6673,Actual Tonnage Produced during shift (tons),2022-11-08 0:00,200.4,600
6674,/Planned Operating Time (min),2022-11-09 0:00,300,300
6675,Coffee Break #1 ,2022-11-09 0:00,15,300
6676,Lunch Break ,2022-11-09 0:00,30,300
6677,Safety Training,2022-11-09 0:00,30,300
6678,Startup,2022-11-09 0:00,30,300
6679,Fires,2022-11-09 0:00,2,300
6680,Shaker Jam,2022-11-09 0:00,55,300
6681,Mag 2 Jam,2022-11-09 0:00,10,300
6682,Mag 2 Electric,2022-11-09 0:00,10,300
6683,Mag 3 Jam,2022-11-09 0:00,8,300
6684,Actual Tonnage Produced during shift (tons),2022-11-09 0:00,96.3,300
6685,/Planned Operating Time (min),2022-11-12 0:00,600,600
6686,Coffee Break #1 ,2022-11-12 0:00,15,600
6687,Coffee Break #2 ,2022-11-12 0:00,15,600
6688,Lunch Break ,2022-11-12 0:00,30,600
6689,5S / Routine Cleaning,2022-11-12 0:00,30,600
6690,Safety Training,2022-11-12 0:00,30,600
6691,Startup,2022-11-12 0:00,30,600
6692,Routine Hammer Change,2022-11-12 0:00,120,600
6693,Infeed Jam,2022-11-12 0:00,25,600
6694,Mag 1 Jam,2022-11-12 0:00,3,600
6695,Mag 2 Jam,2022-11-12 0:00,5,600
6696,Mag 2 Electric,2022-11-12 0:00,5,600
6697,Electrical Misc,2022-11-12 0:00,55,600
6698,Actual Tonnage Produced during shift (tons),2022-11-12 0:00,123.14,600
6699,/Planned Operating Time (min),2022-11-13 0:00,600,600
6700,Coffee Break #1 ,2022-11-13 0:00,15,600
6701,Coffee Break #2 ,2022-11-13 0:00,15,600
6702,Lunch Break ,2022-11-13 0:00,30,600
6703,5S / Routine Cleaning,2022-11-13 0:00,30,600
6704,Safety Training,2022-11-13 0:00,15,600
6705,Startup,2022-11-13 0:00,15,600
6706,Feed roll Tripped,2022-11-13 0:00,56,600
6707,Mag 2 Electric,2022-11-13 0:00,15,600
6708,Mag 3 Jam,2022-11-13 0:00,20,600
6709,Mag 3 Electric,2022-11-13 0:00,5,600
6710,Primary Pullcord,2022-11-13 0:00,5,600
6711,Actual Tonnage Produced during shift (tons),2022-11-13 0:00,286.39,600
6712,/Planned Operating Time (min),2022-11-14 0:00,600,600
6713,Coffee Break #1 ,2022-11-14 0:00,15,600
6714,Coffee Break #2 ,2022-11-14 0:00,15,600
6715,Lunch Break ,2022-11-14 0:00,30,600
6716,5S / Routine Cleaning,2022-11-14 0:00,30,600
6717,Safety Training,2022-11-14 0:00,25,600
6718,Startup,2022-11-14 0:00,10,600
6719,Feed roll Tripped,2022-11-14 0:00,5,600
6720,DC Cooldown,2022-11-14 0:00,21,600
6721,Mag 1 Jam,2022-11-14 0:00,5,600
6722,Mag 2 Jam,2022-11-14 0:00,20,600
6723,Mag 2 Electric,2022-11-14 0:00,15,600
6724,Mag 3 Jam,2022-11-14 0:00,11,600
6725,NFC 2 Jam,2022-11-14 0:00,2,600
6726,Actual Tonnage Produced during shift (tons),2022-11-14 0:00,347.48,600
6727,/Planned Operating Time (min),2022-11-15 0:00,600,600
6728,Coffee Break #1 ,2022-11-15 0:00,15,600
6729,Coffee Break #2 ,2022-11-15 0:00,15,600
6730,Lunch Break ,2022-11-15 0:00,30,600
6731,5S / Routine Cleaning,2022-11-15 0:00,30,600
6732,Safety Training,2022-11-15 0:00,15,600
6733,Startup,2022-11-15 0:00,30,600
6734,Cyclone 2,2022-11-15 0:00,55,600
6735,Mag 1 Electric,2022-11-15 0:00,6,600
6736,Mag 2 Jam,2022-11-15 0:00,10,600
6737,Mag 2 Electric,2022-11-15 0:00,10,600
6738,Mag 3 Jam,2022-11-15 0:00,26,600
6739,Mag 3 Electric,2022-11-15 0:00,5,600
6740,Actual Tonnage Produced during shift (tons),2022-11-15 0:00,296.33,600
6741,/Planned Operating Time (min),2022-11-16 0:00,600,600
6742,Coffee Break #1 ,2022-11-16 0:00,15,600
6743,Coffee Break #2 ,2022-11-16 0:00,15,600
6744,Lunch Break ,2022-11-16 0:00,30,600
6745,5S / Routine Cleaning,2022-11-16 0:00,30,600
6746,Safety Training,2022-11-16 0:00,25,600
6747,Startup,2022-11-16 0:00,20,600
6748,Mag 2 Jam,2022-11-16 0:00,14,600
6749,Mag 2 Belt,2022-11-16 0:00,24,600
6750,Mag 2 Electric,2022-11-16 0:00,5,600
6751,Mag 3 Jam,2022-11-16 0:00,21,600
6752,Dirt 2 Conveyor,2022-11-16 0:00,12,600
6753,Primary Conveyor,2022-11-16 0:00,5,600
6754,Actual Tonnage Produced during shift (tons),2022-11-16 0:00,320.8,600
6755,/Planned Operating Time (min),2022-11-19 0:00,600,600
6756,Coffee Break #1 ,2022-11-19 0:00,15,600
6757,Coffee Break #2 ,2022-11-19 0:00,15,600
6758,Lunch Break ,2022-11-19 0:00,30,600
6759,Safety Training,2022-11-19 0:00,15,600
6760,Startup,2022-11-19 0:00,15,600
6761,Waiting on Excavator,2022-11-19 0:00,30,600
6762,Mag 1 Jam,2022-11-19 0:00,40,600
6763,Mag 1 Electric,2022-11-19 0:00,6,600
6764,Mag 2 Electric,2022-11-19 0:00,45,600
6765,Mag 3 Electric,2022-11-19 0:00,10,600
6766,NFC 1 Jam,2022-11-19 0:00,10,600
6767,Actual Tonnage Produced during shift (tons),2022-11-19 0:00,226.24,600
6768,/Planned Operating Time (min),2022-11-20 0:00,600,600
6769,Coffee Break #1 ,2022-11-20 0:00,15,600
6770,Coffee Break #2 ,2022-11-20 0:00,15,600
6771,Lunch Break ,2022-11-20 0:00,30,600
6772,5S / Routine Cleaning,2022-11-20 0:00,30,600
6773,Safety Training,2022-11-20 0:00,15,600
6774,Startup,2022-11-20 0:00,30,600
6775,Hammer Flip,2022-11-20 0:00,75,600
6776,Un-Shreddables,2022-11-20 0:00,5,600
6777,Mag 1 Jam,2022-11-20 0:00,20,600
6778,Mag 2 Electric,2022-11-20 0:00,10,600
6779,Mag 3 Jam,2022-11-20 0:00,14,600
6780,Dirt 2 Jam,2022-11-20 0:00,10,600
6781,NFC 1 Drive Belt,2022-11-20 0:00,5,600
6782,Actual Tonnage Produced during shift (tons),2022-11-20 0:00,223.78,600
6783,/Planned Operating Time (min),2022-11-21 0:00,720,720
6784,Coffee Break #1 ,2022-11-21 0:00,15,720
6785,Coffee Break #2 ,2022-11-21 0:00,15,720
6786,Lunch Break ,2022-11-21 0:00,45,720
6787,Safety Training,2022-11-21 0:00,20,720
6788,Startup,2022-11-21 0:00,11,720
6789,Mill Jam,2022-11-21 0:00,196,720
6790,DC Cooldown,2022-11-21 0:00,20,720
6791,Mag 1 Electric,2022-11-21 0:00,11,720
6792,Mag 2 Electric,2022-11-21 0:00,35,720
6793,Mag 3 Electric,2022-11-21 0:00,6,720
6794,Stacker Belt Jam,2022-11-21 0:00,16,720
6795,Actual Tonnage Produced during shift (tons),2022-11-21 0:00,276.31,720
6796,/Planned Operating Time (min),2022-11-22 0:00,600,600
6797,Coffee Break #1 ,2022-11-22 0:00,15,600
6798,Coffee Break #2 ,2022-11-22 0:00,15,600
6799,Lunch Break ,2022-11-22 0:00,30,600
6800,5S / Routine Cleaning,2022-11-22 0:00,30,600
6801,Safety Training,2022-11-22 0:00,20,600
6802,Startup,2022-11-22 0:00,15,600
6803,Mill Jam,2022-11-22 0:00,125,600
6804,DC Cooldown,2022-11-22 0:00,25,600
6805,Mag 1 Jam,2022-11-22 0:00,7,600
6806,Mag 2 Electric,2022-11-22 0:00,25,600
6807,Mag 3 Jam,2022-11-22 0:00,10,600
6808,Actual Tonnage Produced during shift (tons),2022-11-22 0:00,216.66,600
6809,/Planned Operating Time (min),2022-11-23 0:00,600,600
6810,Coffee Break #1 ,2022-11-23 0:00,15,600
6811,Coffee Break #2 ,2022-11-23 0:00,15,600
6812,Lunch Break ,2022-11-23 0:00,30,600
6813,Safety Training,2022-11-23 0:00,20,600
6814,Startup,2022-11-23 0:00,28,600
6815,DC Cooldown,2022-11-23 0:00,96,600
6816,Transfer Jam,2022-11-23 0:00,13,600
6817,Mag 2 Electric,2022-11-23 0:00,22,600
6818,Mag 3 Jam,2022-11-23 0:00,20,600
6819,Mag 3 Electric,2022-11-23 0:00,5,600
6820,Dirt 1 Jam,2022-11-23 0:00,17,600
6821,Primary Conveyor,2022-11-23 0:00,5,600
6822,Actual Tonnage Produced during shift (tons),2022-11-23 0:00,234.86,600
6823,/Planned Operating Time (min),2022-11-27 0:00,600,600
6824,Coffee Break #1 ,2022-11-27 0:00,15,600
6825,Coffee Break #2 ,2022-11-27 0:00,15,600
6826,Lunch Break ,2022-11-27 0:00,30,600
6827,5S / Routine Cleaning,2022-11-27 0:00,30,600
6828,Safety Training,2022-11-27 0:00,20,600
6829,Startup,2022-11-27 0:00,30,600
6830,DC Cooldown,2022-11-27 0:00,10,600
6831,Mag 2 Electric,2022-11-27 0:00,35,600
6832,Dirt 1 Jam,2022-11-27 0:00,7,600
6833,Actual Tonnage Produced during shift (tons),2022-11-27 0:00,321.16,600
6834,/Planned Operating Time (min),2022-11-28 0:00,720,720
6835,Coffee Break #1 ,2022-11-28 0:00,15,720
6836,Coffee Break #2 ,2022-11-28 0:00,15,720
6837,Lunch Break ,2022-11-28 0:00,45,720
6838,Safety Training,2022-11-28 0:00,20,720
6839,Startup,2022-11-28 0:00,15,720
6840,Waiting on Excavator,2022-11-28 0:00,10,720
6841,Transfer Belt,2022-11-28 0:00,180,720
6842,Mag 1 Jam,2022-11-28 0:00,16,720
6843,Mag 2 Jam,2022-11-28 0:00,20,720
6844,Mag 2 Electric,2022-11-28 0:00,35,720
6845,Mag 3 Jam,2022-11-28 0:00,30,720
6846,NFC 1 Jam,2022-11-28 0:00,5,720
6847,Stacker Belt Jam,2022-11-28 0:00,5,720
6848,Actual Tonnage Produced during shift (tons),2022-11-28 0:00,213.84,720
6849,/Planned Operating Time (min),2022-11-29 0:00,720,720
6850,Coffee Break #1 ,2022-11-29 0:00,15,720
6851,Coffee Break #2 ,2022-11-29 0:00,15,720
6852,Lunch Break ,2022-11-29 0:00,45,720
6853,Safety Training,2022-11-29 0:00,20,720
6854,Startup,2022-11-29 0:00,14,720
6855,Explosion,2022-11-29 0:00,5,720
6856,Feed roll Jam,2022-11-29 0:00,10,720
6857,Shaker Jam,2022-11-29 0:00,20,720
6858,Mag 1 Jam,2022-11-29 0:00,40,720
6859,Mag 2 Jam,2022-11-29 0:00,48,720
6860,Mag 2 Electric,2022-11-29 0:00,20,720
6861,Mag 3 Jam,2022-11-29 0:00,36,720
6862,Mag 3 Electric,2022-11-29 0:00,5,720
6863,Actual Tonnage Produced during shift (tons),2022-11-29 0:00,327.56,720
6864,/Planned Operating Time (min),2022-11-30 0:00,420,420
6865,Coffee Break #1 ,2022-11-30 0:00,15,420
6866,Coffee Break #2 ,2022-11-30 0:00,15,420
6867,Safety Training,2022-11-30 0:00,15,420
6868,Startup,2022-11-30 0:00,15,420
6869,Mag 1 Jam,2022-11-30 0:00,16,420
6870,Mag 2 Jam,2022-11-30 0:00,65,420
6871,Mag 2 Electric,2022-11-30 0:00,20,420
6872,Mag 3 Jam,2022-11-30 0:00,15,420
6873,Mag 3 Electric,2022-11-30 0:00,10,420
6874,NFC 1 Jam,2022-11-30 0:00,5,420
6875,Actual Tonnage Produced during shift (tons),2022-11-30 0:00,204.34,420
6876,/Planned Operating Time (min),2022-12-03 0:00,600,600
6877,Coffee Break #1 ,2022-12-03 0:00,15,600
6878,Coffee Break #2 ,2022-12-03 0:00,15,600
6879,Lunch Break ,2022-12-03 0:00,30,600
6880,Safety Training,2022-12-03 0:00,30,600
6881,Startup,2022-12-03 0:00,15,600
6882,Machine Misc,2022-12-03 0:00,30,600
6883,DC Cooldown,2022-12-03 0:00,58,600
6884,Mag 1 Jam,2022-12-03 0:00,6,600
6885,Mag 2 Jam,2022-12-03 0:00,20,600
6886,Mag 2 Electric,2022-12-03 0:00,15,600
6887,Mag 3 Jam,2022-12-03 0:00,10,600
6888,Mag 3 Electric,2022-12-03 0:00,4,600
6889,Dirt 1 Pullcord,2022-12-03 0:00,2,600
6890,Actual Tonnage Produced during shift (tons),2022-12-03 0:00,252.5,600
6891,/Planned Operating Time (min),2022-12-04 0:00,600,600
6892,Coffee Break #1 ,2022-12-04 0:00,15,600
6893,Coffee Break #2 ,2022-12-04 0:00,15,600
6894,Lunch Break ,2022-12-04 0:00,30,600
6895,5S / Routine Cleaning,2022-12-04 0:00,30,600
6896,Safety Training,2022-12-04 0:00,20,600
6897,Startup,2022-12-04 0:00,16,600
6898,Mill Jam,2022-12-04 0:00,315,600
6899,Mag 1 Jam,2022-12-04 0:00,4,600
6900,Mag 2 Jam,2022-12-04 0:00,10,600
6901,Mag 2 Electric,2022-12-04 0:00,8,600
6902,Mag 3 Jam,2022-12-04 0:00,5,600
6903,Actual Tonnage Produced during shift (tons),2022-12-04 0:00,100.92,600
6904,/Planned Operating Time (min),2022-12-05 0:00,600,600
6905,Coffee Break #1 ,2022-12-05 0:00,15,600
6906,Coffee Break #2 ,2022-12-05 0:00,15,600
6907,Lunch Break ,2022-12-05 0:00,30,600
6908,5S / Routine Cleaning,2022-12-05 0:00,30,600
6909,Safety Training,2022-12-05 0:00,20,600
6910,Startup,2022-12-05 0:00,17,600
6911,Machine Misc,2022-12-05 0:00,30,600
6912,Feed roll Jam,2022-12-05 0:00,30,600
6913,Mag 1 Jam,2022-12-05 0:00,5,600
6914,Mag 2 Jam,2022-12-05 0:00,11,600
6915,Mag 2 Electric,2022-12-05 0:00,10,600
6916,Mag 3 Jam,2022-12-05 0:00,6,600
6917,Mag 3 Electric,2022-12-05 0:00,9,600
6918,Actual Tonnage Produced during shift (tons),2022-12-05 0:00,222,600
6919,/Planned Operating Time (min),2022-12-06 0:00,700,700
6920,Coffee Break #1 ,2022-12-06 0:00,15,700
6921,Coffee Break #2 ,2022-12-06 0:00,15,700
6922,Lunch Break ,2022-12-06 0:00,30,700
6923,5S / Routine Cleaning,2022-12-06 0:00,30,700
6924,Safety Training,2022-12-06 0:00,15,700
6925,Startup,2022-12-06 0:00,25,700
6926,Un-Shreddables,2022-12-06 0:00,2,700
6927,Infeed Jam,2022-12-06 0:00,10,700
6928,DC Cooldown,2022-12-06 0:00,42,700
6929,Shaker Jam,2022-12-06 0:00,8,700
6930,Mag 1 Electric,2022-12-06 0:00,3,700
6931,Mag 2 Jam,2022-12-06 0:00,30,700
6932,Mag 2 Electric,2022-12-06 0:00,22,700
6933,Mag 3 Jam,2022-12-06 0:00,10,700
6934,Dirt 1 Jam,2022-12-06 0:00,2,700
6935,Actual Tonnage Produced during shift (tons),2022-12-06 0:00,300.46,700
6936,/Planned Operating Time (min),2022-12-07 0:00,700,700
6937,Coffee Break #1 ,2022-12-07 0:00,15,700
6938,Coffee Break #2 ,2022-12-07 0:00,15,700
6939,Lunch Break ,2022-12-07 0:00,30,700
6940,5S / Routine Cleaning,2022-12-07 0:00,27,700
6941,Safety Training,2022-12-07 0:00,15,700
6942,Startup,2022-12-07 0:00,20,700
6943,DC Cooldown,2022-12-07 0:00,12,700
6944,Shaker Jam,2022-12-07 0:00,5,700
6945,Mag 1 Jam,2022-12-07 0:00,5,700
6946,Mag 2 Jam,2022-12-07 0:00,10,700
6947,Mag 2 Electric,2022-12-07 0:00,40,700
6948,Mag 3 Jam,2022-12-07 0:00,15,700
6949,Actual Tonnage Produced during shift (tons),2022-12-07 0:00,325.54,700
6950,/Planned Operating Time (min),2022-12-08 0:00,700,700
6951,Coffee Break #1 ,2022-12-08 0:00,15,700
6952,Coffee Break #2 ,2022-12-08 0:00,15,700
6953,Lunch Break ,2022-12-08 0:00,30,700
6954,5S / Routine Cleaning,2022-12-08 0:00,30,700
6955,Safety Training,2022-12-08 0:00,15,700
6956,Startup,2022-12-08 0:00,20,700
6957,Shaker Jam,2022-12-08 0:00,7,700
6958,Mag 1 Jam,2022-12-08 0:00,8,700
6959,Mag 2 Jam,2022-12-08 0:00,40,700
6960,Mag 2 Electric,2022-12-08 0:00,30,700
6961,Mag 3 Jam,2022-12-08 0:00,5,700
6962,Dirt 1 Jam,2022-12-08 0:00,10,700
6963,NFC 1 Jam,2022-12-08 0:00,15,700
6964,Actual Tonnage Produced during shift (tons),2022-12-08 0:00,200.4,700
6965,/Planned Operating Time (min),2022-12-09 0:00,700,700
6966,Coffee Break #1 ,2022-12-09 0:00,15,700
6967,Lunch Break ,2022-12-09 0:00,30,700
6968,Safety Training,2022-12-09 0:00,30,700
6969,Startup,2022-12-09 0:00,30,700
6970,Fires,2022-12-09 0:00,2,700
6971,Shaker Jam,2022-12-09 0:00,55,700
6972,Mag 2 Jam,2022-12-09 0:00,10,700
6973,Mag 2 Electric,2022-12-09 0:00,10,700
6974,Mag 3 Jam,2022-12-09 0:00,8,700
6975,Actual Tonnage Produced during shift (tons),2022-12-09 0:00,96.3,700
6976,/Planned Operating Time (min),2022-12-12 0:00,720,720
6977,Coffee Break #1 ,2022-12-12 0:00,15,720
6978,Coffee Break #2 ,2022-12-12 0:00,15,720
6979,Lunch Break ,2022-12-12 0:00,30,720
6980,5S / Routine Cleaning,2022-12-12 0:00,30,720
6981,Safety Training,2022-12-12 0:00,30,720
6982,Startup,2022-12-12 0:00,30,720
6983,Routine Hammer Change,2022-12-12 0:00,120,720
6984,Infeed Jam,2022-12-12 0:00,25,720
6985,Mag 1 Jam,2022-12-12 0:00,3,720
6986,Mag 2 Jam,2022-12-12 0:00,5,720
6987,Mag 2 Electric,2022-12-12 0:00,5,720
6988,Electrical Misc,2022-12-12 0:00,55,720
6989,Actual Tonnage Produced during shift (tons),2022-12-12 0:00,123.14,720
6990,/Planned Operating Time (min),2022-12-13 0:00,720,720
6991,Coffee Break #1 ,2022-12-13 0:00,15,720
6992,Coffee Break #2 ,2022-12-13 0:00,15,720
6993,Lunch Break ,2022-12-13 0:00,30,720
6994,5S / Routine Cleaning,2022-12-13 0:00,30,720
6995,Safety Training,2022-12-13 0:00,15,720
6996,Startup,2022-12-13 0:00,15,720
6997,Feed roll Tripped,2022-12-13 0:00,56,720
6998,Mag 2 Electric,2022-12-13 0:00,15,720
6999,Mag 3 Jam,2022-12-13 0:00,20,720
7000,Mag 3 Electric,2022-12-13 0:00,5,720
7001,Primary Pullcord,2022-12-13 0:00,5,720
7002,Actual Tonnage Produced during shift (tons),2022-12-13 0:00,286.39,720
7003,/Planned Operating Time (min),2022-12-14 0:00,720,720
7004,Coffee Break #1 ,2022-12-14 0:00,15,720
7005,Coffee Break #2 ,2022-12-14 0:00,15,720
7006,Lunch Break ,2022-12-14 0:00,30,720
7007,5S / Routine Cleaning,2022-12-14 0:00,30,720
7008,Safety Training,2022-12-14 0:00,25,720
7009,Startup,2022-12-14 0:00,10,720
7010,Feed roll Tripped,2022-12-14 0:00,5,720
7011,DC Cooldown,2022-12-14 0:00,21,720
7012,Mag 1 Jam,2022-12-14 0:00,5,720
7013,Mag 2 Jam,2022-12-14 0:00,20,720
7014,Mag 2 Electric,2022-12-14 0:00,15,720
7015,Mag 3 Jam,2022-12-14 0:00,11,720
7016,NFC 2 Jam,2022-12-14 0:00,2,720
7017,Actual Tonnage Produced during shift (tons),2022-12-14 0:00,347.48,720
7018,/Planned Operating Time (min),2022-12-15 0:00,720,720
7019,Coffee Break #1 ,2022-12-15 0:00,15,720
7020,Coffee Break #2 ,2022-12-15 0:00,15,720
7021,Lunch Break ,2022-12-15 0:00,30,720
7022,5S / Routine Cleaning,2022-12-15 0:00,30,720
7023,Safety Training,2022-12-15 0:00,15,720
7024,Startup,2022-12-15 0:00,30,720
7025,Cyclone 2,2022-12-15 0:00,55,720
7026,Mag 1 Electric,2022-12-15 0:00,6,720
7027,Mag 2 Jam,2022-12-15 0:00,10,720
7028,Mag 2 Electric,2022-12-15 0:00,10,720
7029,Mag 3 Jam,2022-12-15 0:00,26,720
7030,Mag 3 Electric,2022-12-15 0:00,5,720
7031,Actual Tonnage Produced during shift (tons),2022-12-15 0:00,296.33,720
7032,/Planned Operating Time (min),2022-12-16 0:00,720,720
7033,Coffee Break #1 ,2022-12-16 0:00,15,720
7034,Coffee Break #2 ,2022-12-16 0:00,15,720
7035,Lunch Break ,2022-12-16 0:00,30,720
7036,5S / Routine Cleaning,2022-12-16 0:00,30,720
7037,Safety Training,2022-12-16 0:00,25,720
7038,Startup,2022-12-16 0:00,20,720
7039,Mag 2 Jam,2022-12-16 0:00,14,720
7040,Mag 2 Belt,2022-12-16 0:00,24,720
7041,Mag 2 Electric,2022-12-16 0:00,5,720
7042,Mag 3 Jam,2022-12-16 0:00,21,720
7043,Dirt 2 Conveyor,2022-12-16 0:00,12,720
7044,Primary Conveyor,2022-12-16 0:00,5,720
7045,Actual Tonnage Produced during shift (tons),2022-12-16 0:00,320.8,720
7046,/Planned Operating Time (min),2022-12-19 0:00,720,720
7047,Coffee Break #1 ,2022-12-19 0:00,15,720
7048,Coffee Break #2 ,2022-12-19 0:00,15,720
7049,Lunch Break ,2022-12-19 0:00,30,720
7050,Safety Training,2022-12-19 0:00,15,720
7051,Startup,2022-12-19 0:00,15,720
7052,Waiting on Excavator,2022-12-19 0:00,30,720
7053,Mag 1 Jam,2022-12-19 0:00,40,720
7054,Mag 1 Electric,2022-12-19 0:00,6,720
7055,Mag 2 Electric,2022-12-19 0:00,45,720
7056,Mag 3 Electric,2022-12-19 0:00,10,720
7057,NFC 1 Jam,2022-12-19 0:00,10,720
7058,Actual Tonnage Produced during shift (tons),2022-12-19 0:00,226.24,720
7059,/Planned Operating Time (min),2022-12-20 0:00,720,720
7060,Coffee Break #1 ,2022-12-20 0:00,15,720
7061,Coffee Break #2 ,2022-12-20 0:00,15,720
7062,Lunch Break ,2022-12-20 0:00,30,720
7063,5S / Routine Cleaning,2022-12-20 0:00,30,720
7064,Safety Training,2022-12-20 0:00,15,720
7065,Startup,2022-12-20 0:00,30,720
7066,Hammer Flip,2022-12-20 0:00,75,720
7067,Un-Shreddables,2022-12-20 0:00,5,720
7068,Mag 1 Jam,2022-12-20 0:00,20,720
7069,Mag 2 Electric,2022-12-20 0:00,10,720
7070,Mag 3 Jam,2022-12-20 0:00,14,720
7071,Dirt 2 Jam,2022-12-20 0:00,10,720
7072,NFC 1 Drive Belt,2022-12-20 0:00,5,720
7073,Actual Tonnage Produced during shift (tons),2022-12-20 0:00,223.78,720
7074,/Planned Operating Time (min),2022-12-21 0:00,720,720
7075,Coffee Break #1 ,2022-12-21 0:00,15,720
7076,Coffee Break #2 ,2022-12-21 0:00,15,720
7077,Lunch Break ,2022-12-21 0:00,45,720
7078,Safety Training,2022-12-21 0:00,20,720
7079,Startup,2022-12-21 0:00,11,720
7080,Mill Jam,2022-12-21 0:00,196,720
7081,DC Cooldown,2022-12-21 0:00,20,720
7082,Mag 1 Electric,2022-12-21 0:00,11,720
7083,Mag 2 Electric,2022-12-21 0:00,35,720
7084,Mag 3 Electric,2022-12-21 0:00,6,720
7085,Stacker Belt Jam,2022-12-21 0:00,16,720
7086,Actual Tonnage Produced during shift (tons),2022-12-21 0:00,276.31,720
7087,/Planned Operating Time (min),2022-12-22 0:00,720,720
7088,Coffee Break #1 ,2022-12-22 0:00,15,720
7089,Coffee Break #2 ,2022-12-22 0:00,15,720
7090,Lunch Break ,2022-12-22 0:00,30,720
7091,5S / Routine Cleaning,2022-12-22 0:00,30,720
7092,Safety Training,2022-12-22 0:00,20,720
7093,Startup,2022-12-22 0:00,15,720
7094,Mill Jam,2022-12-22 0:00,125,720
7095,DC Cooldown,2022-12-22 0:00,25,720
7096,Mag 1 Jam,2022-12-22 0:00,7,720
7097,Mag 2 Electric,2022-12-22 0:00,25,720
7098,Mag 3 Jam,2022-12-22 0:00,10,720
7099,Actual Tonnage Produced during shift (tons),2022-12-22 0:00,216.66,720
7100,/Planned Operating Time (min),2022-12-23 0:00,720,720
7101,Coffee Break #1 ,2022-12-23 0:00,15,720
7102,Coffee Break #2 ,2022-12-23 0:00,15,720
7103,Lunch Break ,2022-12-23 0:00,30,720
7104,Safety Training,2022-12-23 0:00,20,720
7105,Startup,2022-12-23 0:00,28,720
7106,DC Cooldown,2022-12-23 0:00,96,720
7107,Transfer Jam,2022-12-23 0:00,13,720
